schoolnr pupilNR_new langPOST ses IQ_verb sex Minority denomina sch_ses sch_iqv sch_min
199.00 3375.00  26.00 -17.73  -1.87   0.00   1.00   1.00  -9.276 -0.7575  0.219
199.00 3376.00  46.00 -17.73   0.63   1.00   0.00   1.00  -9.276 -0.7575  0.219
199.00 3377.00  46.00 -17.73   0.13   1.00   0.00   1.00  -9.276 -0.7575  0.219
199.00 3378.00  44.00 -17.73   2.63   1.00   0.00   1.00  -9.276 -0.7575  0.219
199.00 3379.00  32.00 -12.73  -1.37   0.00   0.00   1.00  -9.276 -0.7575  0.219
199.00 3380.00  35.00  -7.73   1.63   0.00   0.00   1.00  -9.276 -0.7575  0.219
199.00 3381.00  26.00 -17.73  -2.87   0.00   0.00   1.00  -9.276 -0.7575  0.219
199.00 3382.00  34.00 -17.73   0.13   1.00   0.00   1.00  -9.276 -0.7575  0.219
201.00 3383.00  24.00 -10.73  -2.87   0.00   0.00   3.00  -0.567  0.4409  0.115
201.00 3384.00  38.00 -12.73  -2.87   1.00   0.00   3.00  -0.567  0.4409  0.115
201.00 3385.00  27.00  -8.73  -2.87   1.00   0.00   3.00  -0.567  0.4409  0.115
201.00 3386.00  47.00   4.27  -0.87   1.00   0.00   3.00  -0.567  0.4409  0.115
201.00 3387.00  48.00  11.27   1.13   1.00   0.00   3.00  -0.567  0.4409  0.115
201.00 3388.00  45.00   2.27   0.13   1.00   0.00   3.00  -0.567  0.4409  0.115
201.00 3390.00  46.00  -1.73  -0.37   0.00   0.00   3.00  -0.567  0.4409  0.115
201.00 3391.00  49.00  -8.73   2.63   0.00   0.00   3.00  -0.567  0.4409  0.115
201.00 3392.00  45.00   0.27   2.13   1.00   0.00   3.00  -0.567  0.4409  0.115
201.00 3393.00  49.00  11.27   1.63   0.00   0.00   3.00  -0.567  0.4409  0.115
201.00 3394.00  39.00 -10.73   1.13   0.00   0.00   3.00  -0.567  0.4409  0.115
201.00 3396.00  52.00 -10.73   1.13   1.00   0.00   3.00  -0.567  0.4409  0.115
201.00 3397.00  47.00 -10.73  -0.37   1.00   0.00   3.00  -0.567  0.4409  0.115
201.00 3398.00  46.00 -16.73  -0.37   0.00   1.00   3.00  -0.567  0.4409  0.115
201.00 3399.00  49.00  17.27   3.63   1.00   0.00   3.00  -0.567  0.4409  0.115
201.00 3400.00  50.00 -16.73  -0.37   0.00   1.00   3.00  -0.567  0.4409  0.115
201.00 3401.00  52.00   8.27   2.13   0.00   0.00   3.00  -0.567  0.4409  0.115
201.00 3402.00  50.00   0.27   2.13   0.00   0.00   3.00  -0.567  0.4409  0.115
201.00 3403.00  50.00  17.27  -0.87   0.00   0.00   3.00  -0.567  0.4409  0.115
201.00 3404.00  50.00   6.27  -0.87   0.00   0.00   3.00  -0.567  0.4409  0.115
201.00 3405.00  49.00   0.27   2.63   0.00   0.00   3.00  -0.567  0.4409  0.115
201.00 3406.00  54.00  17.27   3.13   0.00   0.00   3.00  -0.567  0.4409  0.115
201.00 3407.00  56.00   8.27   1.13   1.00   0.00   3.00  -0.567  0.4409  0.115
201.00 3408.00  53.00 -16.73   2.13   0.00   1.00   3.00  -0.567  0.4409  0.115
202.00 3409.00  43.00   6.27  -3.37   1.00   0.00   2.00  -5.442 -0.2597  0.071
202.00 3410.00  37.00  -8.73  -1.87   0.00   0.00   2.00  -5.442 -0.2597  0.071
202.00 3411.00  55.00  -3.73   0.63   1.00   0.00   2.00  -5.442 -0.2597  0.071
202.00 3412.00  46.00  -3.73   1.13   0.00   0.00   2.00  -5.442 -0.2597  0.071
202.00 3413.00  57.00  -8.73   0.13   1.00   0.00   2.00  -5.442 -0.2597  0.071
202.00 3414.00  46.00  -8.73  -1.37   1.00   0.00   2.00  -5.442 -0.2597  0.071
202.00 3415.00  58.00  13.27   1.63   1.00   0.00   2.00  -5.442 -0.2597  0.071
202.00 3416.00  49.00 -14.73  -0.37   1.00   0.00   2.00  -5.442 -0.2597  0.071
202.00 3417.00  49.00  -5.73   1.63   0.00   0.00   2.00  -5.442 -0.2597  0.071
202.00 3418.00  45.00 -17.73  -2.37   1.00   1.00   2.00  -5.442 -0.2597  0.071
202.00 3419.00  53.00  -1.73  -0.37   0.00   0.00   2.00  -5.442 -0.2597  0.071
202.00 3420.00  51.00  -8.73   0.63   0.00   0.00   2.00  -5.442 -0.2597  0.071
202.00 3421.00  40.00  -6.73  -1.37   0.00   0.00   2.00  -5.442 -0.2597  0.071
202.00 3422.00  55.00  -6.73   1.63   0.00   0.00   2.00  -5.442 -0.2597  0.071
203.00 3423.00  39.00  -7.73  -1.87   0.00   0.00   2.00  -6.127 -0.2002  0.000
203.00 3424.00  38.00  -7.73   0.13   1.00   0.00   2.00  -6.127 -0.2002  0.000
203.00 3425.00  27.00  -3.73  -2.37   0.00   0.00   2.00  -6.127 -0.2002  0.000
203.00 3426.00  43.00  -0.73   0.63   1.00   0.00   2.00  -6.127 -0.2002  0.000
203.00 3427.00  28.00 -13.73  -3.87   0.00   0.00   2.00  -6.127 -0.2002  0.000
203.00 3429.00  30.00  -0.73   0.13   0.00   0.00   2.00  -6.127 -0.2002  0.000
203.00 3430.00  49.00 -10.73   3.63   1.00   0.00   2.00  -6.127 -0.2002  0.000
203.00 3432.00  48.00  -7.73   1.63   0.00   0.00   2.00  -6.127 -0.2002  0.000
203.00 3433.00  43.00 -10.73  -1.37   0.00   0.00   2.00  -6.127 -0.2002  0.000
203.00 3434.00  55.00   6.27  -0.37   0.00   0.00   2.00  -6.127 -0.2002  0.000
203.00 3436.00  43.00   1.27   0.63   0.00   0.00   2.00  -6.127 -0.2002  0.000
203.00 3437.00  37.00 -16.73   0.63   0.00   0.00   2.00  -6.127 -0.2002  0.000
203.00 3438.00  51.00 -12.73   0.63   0.00   0.00   2.00  -6.127 -0.2002  0.000
204.00 3440.00  45.00  12.27   0.13   1.00   0.00   2.00   9.753 -0.5960  0.000
204.00 3441.00  47.00  12.27   1.13   1.00   0.00   2.00   9.753 -0.5960  0.000
204.00 3442.00  45.00  -7.73   0.63   1.00   0.00   2.00   9.753 -0.5960  0.000
204.00 3443.00  32.00  10.27  -1.87   0.00   0.00   2.00   9.753 -0.5960  0.000
204.00 3444.00  32.00  22.27  -0.87   0.00   0.00   2.00   9.753 -0.5960  0.000
204.00 3445.00  47.00   2.27   1.13   1.00   0.00   2.00   9.753 -0.5960  0.000
204.00 3446.00  28.00  12.27  -1.87   0.00   0.00   2.00   9.753 -0.5960  0.000
204.00 3447.00  46.00  17.27   2.13   0.00   0.00   2.00   9.753 -0.5960  0.000
204.00 3448.00  37.00   9.27   1.13   1.00   0.00   2.00   9.753 -0.5960  0.000
204.00 3449.00  40.00  15.27   0.63   0.00   0.00   2.00   9.753 -0.5960  0.000
204.00 3450.00  42.00  12.27   1.63   0.00   0.00   2.00   9.753 -0.5960  0.000
204.00 3451.00  53.00  15.27  -2.37   1.00   0.00   2.00   9.753 -0.5960  0.000
204.00 3452.00  22.00   9.27  -0.87   0.00   0.00   2.00   9.753 -0.5960  0.000
204.00 3453.00  21.00  -7.73  -3.37   1.00   0.00   2.00   9.753 -0.5960  0.000
204.00 3454.00  37.00   9.27  -1.37   0.00   0.00   2.00   9.753 -0.5960  0.000
204.00 3455.00  42.00  10.27  -0.87   1.00   0.00   2.00   9.753 -0.5960  0.000
204.00 3456.00  42.00  19.27  -3.37   1.00   0.00   2.00   9.753 -0.5960  0.000
204.00 3457.00  35.00   9.27  -3.37   0.00   0.00   2.00   9.753 -0.5960  0.000
204.00 3458.00  51.00  12.27   0.63   1.00   0.00   2.00   9.753 -0.5960  0.000
204.00 3459.00  46.00   9.27  -1.37   1.00   0.00   2.00   9.753 -0.5960  0.000
204.00 3460.00  31.00   9.27  -1.37   0.00   0.00   2.00   9.753 -0.5960  0.000
204.00 3461.00  40.00  -0.73  -1.87   1.00   0.00   2.00   9.753 -0.5960  0.000
204.00 3462.00  52.00   5.27  -0.87   1.00   0.00   2.00   9.753 -0.5960  0.000
204.00 3463.00  47.00  19.27   2.13   1.00   0.00   2.00   9.753 -0.5960  0.000
206.00 3464.00  39.00  -9.73   0.63   0.00   0.00   2.00  -5.455  0.9059  0.000
206.00 3465.00  39.00  -7.73   0.13   1.00   0.00   2.00  -5.455  0.9059  0.000
206.00 3466.00  52.00   7.27   2.13   0.00   0.00   2.00  -5.455  0.9059  0.000
206.00 3467.00  48.00  -4.73   0.13   1.00   0.00   2.00  -5.455  0.9059  0.000
206.00 3468.00  40.00  -9.73   1.13   0.00   0.00   2.00  -5.455  0.9059  0.000
206.00 3469.00  47.00   0.27   0.63   0.00   0.00   2.00  -5.455  0.9059  0.000
206.00 3470.00  45.00  -7.73  -0.37   0.00   0.00   2.00  -5.455  0.9059  0.000
206.00 3471.00  56.00  -2.73   2.63   1.00   0.00   2.00  -5.455  0.9059  0.000
206.00 3472.00  51.00  -7.73   1.63   1.00   0.00   2.00  -5.455  0.9059  0.000
206.00 3473.00  47.00  -7.73   0.63   0.00   0.00   2.00  -5.455  0.9059  0.000
206.00 3474.00  38.00  -9.73   0.63   0.00   0.00   2.00  -5.455  0.9059  0.000
207.00 3475.00  29.00  -2.73  -2.37   0.00   0.00   3.00  -2.577 -0.3418  0.000
207.00 3476.00  31.00  -7.73   1.13   0.00   0.00   3.00  -2.577 -0.3418  0.000
207.00 3478.00  26.00  -1.73   0.13   0.00   0.00   3.00  -2.577 -0.3418  0.000
207.00 3479.00  37.00  -2.73   0.13   0.00   0.00   3.00  -2.577 -0.3418  0.000
207.00 3480.00  34.00   1.27  -0.37   0.00   0.00   3.00  -2.577 -0.3418  0.000
207.00 3481.00  39.00  -7.73   0.13   1.00   0.00   3.00  -2.577 -0.3418  0.000
207.00 3482.00  33.00   1.27  -1.87   0.00   0.00   3.00  -2.577 -0.3418  0.000
207.00 3483.00  38.00 -10.73  -0.37   1.00   0.00   3.00  -2.577 -0.3418  0.000
207.00 3484.00  31.00  -7.73  -2.37   0.00   0.00   3.00  -2.577 -0.3418  0.000
207.00 3485.00  44.00  -4.73   0.63   1.00   0.00   3.00  -2.577 -0.3418  0.000
207.00 3486.00  38.00  -7.73  -0.37   0.00   0.00   3.00  -2.577 -0.3418  0.000
207.00 3487.00  36.00  -2.73   1.13   0.00   0.00   3.00  -2.577 -0.3418  0.000
207.00 3488.00  25.00   9.27   0.13   1.00   0.00   3.00  -2.577 -0.3418  0.000
207.00 3489.00  44.00  -7.73   0.13   0.00   0.00   3.00  -2.577 -0.3418  0.000
207.00 3490.00  26.00 -10.73   1.13   0.00   0.00   3.00  -2.577 -0.3418  0.000
207.00 3491.00  47.00   1.27   2.13   1.00   0.00   3.00  -2.577 -0.3418  0.000
207.00 3492.00  23.00  16.27  -2.87   0.00   0.00   3.00  -2.577 -0.3418  0.000
207.00 3493.00  36.00  -7.73   1.13   0.00   0.00   3.00  -2.577 -0.3418  0.000
207.00 3494.00  43.00  12.27   0.13   0.00   0.00   3.00  -2.577 -0.3418  0.000
208.00 3495.00  47.00  15.27   2.13   0.00   0.00   2.00  -3.727  0.0082  0.000
208.00 3496.00  48.00 -10.73   0.63   0.00   0.00   2.00  -3.727  0.0082  0.000
208.00 3497.00  42.00 -12.73  -1.37   1.00   0.00   2.00  -3.727  0.0082  0.000
208.00 3498.00  39.00  -7.73   2.63   0.00   0.00   2.00  -3.727  0.0082  0.000
208.00 3499.00  37.00  -5.73   0.13   1.00   0.00   2.00  -3.727  0.0082  0.000
208.00 3500.00  46.00   2.27   0.13   0.00   0.00   2.00  -3.727  0.0082  0.000
208.00 3501.00  46.00  -5.73   0.63   0.00   0.00   2.00  -3.727  0.0082  0.000
208.00 3502.00  58.00  -1.73  -0.37   1.00   0.00   2.00  -3.727  0.0082  0.000
208.00 3503.00  39.00  -7.73  -2.37   1.00   0.00   2.00  -3.727  0.0082  0.000
208.00 3504.00  56.00   0.27  -1.37   1.00   0.00   2.00  -3.727  0.0082  0.000
208.00 3505.00  45.00   2.27  -1.37   0.00   0.00   2.00  -3.727  0.0082  0.000
208.00 3506.00  51.00 -12.73   0.63   1.00   0.00   2.00  -3.727  0.0082  0.000
209.00 3510.00  36.00   2.27  -0.87   1.00   0.00   2.00  -6.927 -0.0015  0.000
209.00 3511.00  26.00 -17.73  -1.37   0.00   0.00   2.00  -6.927 -0.0015  0.000
209.00 3512.00  37.00 -10.73  -0.87   0.00   0.00   2.00  -6.927 -0.0015  0.000
209.00 3513.00  48.00 -17.73   0.13   1.00   0.00   2.00  -6.927 -0.0015  0.000
209.00 3514.00  33.00 -14.73  -1.37   0.00   0.00   2.00  -6.927 -0.0015  0.000
209.00 3515.00  43.00  -0.73  -0.37   1.00   0.00   2.00  -6.927 -0.0015  0.000
209.00 3516.00  52.00 -14.73   2.63   1.00   0.00   2.00  -6.927 -0.0015  0.000
209.00 3517.00  42.00  -7.73   1.13   0.00   0.00   2.00  -6.927 -0.0015  0.000
209.00 3518.00  53.00 -10.73   1.13   1.00   0.00   2.00  -6.927 -0.0015  0.000
209.00 3519.00  47.00  -7.73  -0.87   1.00   0.00   2.00  -6.927 -0.0015  0.000
209.00 3520.00  55.00  -4.73   3.13   1.00   0.00   2.00  -6.927 -0.0015  0.000
209.00 3521.00  39.00 -17.73  -2.37   0.00   0.00   2.00  -6.927 -0.0015  0.000
209.00 3522.00  33.00  -7.73   1.13   1.00   0.00   2.00  -6.927 -0.0015  0.000
209.00 3523.00  46.00  15.27   0.63   1.00   0.00   2.00  -6.927 -0.0015  0.000
209.00 3524.00  45.00  22.27   0.63   1.00   0.00   2.00  -6.927 -0.0015  0.000
209.00 3525.00  49.00 -17.73  -0.87   1.00   0.00   2.00  -6.927 -0.0015  0.000
209.00 3526.00  48.00  -4.73   0.63   0.00   0.00   2.00  -6.927 -0.0015  0.000
209.00 3527.00  47.00   5.27   0.63   0.00   0.00   2.00  -6.927 -0.0015  0.000
209.00 3528.00  40.00  -7.73   1.13   0.00   0.00   2.00  -6.927 -0.0015  0.000
209.00 3529.00  39.00  19.27   1.63   0.00   0.00   2.00  -6.927 -0.0015  0.000
209.00 3530.00  47.00 -17.73  -0.37   1.00   0.00   2.00  -6.927 -0.0015  0.000
209.00 3531.00  41.00 -17.73  -0.37   1.00   0.00   2.00  -6.927 -0.0015  0.000
209.00 3532.00  41.00 -17.73  -0.37   1.00   0.00   2.00  -6.927 -0.0015  0.000
210.00 3533.00  45.00   7.27   1.63   0.00   0.00   1.00   9.335  1.0082  0.000
210.00 3534.00  40.00  12.27  -0.37   1.00   0.00   1.00   9.335  1.0082  0.000
210.00 3535.00  55.00   7.27   0.63   1.00   0.00   1.00   9.335  1.0082  0.000
210.00 3536.00  50.00  15.27   3.63   0.00   0.00   1.00   9.335  1.0082  0.000
210.00 3537.00  53.00  20.27   0.13   1.00   0.00   1.00   9.335  1.0082  0.000
210.00 3538.00  52.00  20.27   3.63   1.00   0.00   1.00   9.335  1.0082  0.000
210.00 3539.00  29.00   2.27  -2.87   0.00   0.00   1.00   9.335  1.0082  0.000
210.00 3540.00  46.00   7.27   1.63   0.00   0.00   1.00   9.335  1.0082  0.000
210.00 3541.00  27.00  12.27   0.13   0.00   0.00   1.00   9.335  1.0082  0.000
210.00 3542.00  33.00   2.27   1.13   1.00   0.00   1.00   9.335  1.0082  0.000
210.00 3543.00  31.00  15.27   0.13   0.00   0.00   1.00   9.335  1.0082  0.000
210.00 3544.00  47.00  10.27   1.63   0.00   0.00   1.00   9.335  1.0082  0.000
210.00 3545.00  56.00   7.27   2.63   0.00   0.00   1.00   9.335  1.0082  0.000
210.00 3546.00  28.00   0.27  -2.87   0.00   0.00   1.00   9.335  1.0082  0.000
210.00 3547.00  44.00   7.27   2.63   1.00   0.00   1.00   9.335  1.0082  0.000
210.00 3548.00  40.00   2.27   2.63   1.00   0.00   1.00   9.335  1.0082  0.000
211.00 3549.00  29.00  -7.73  -1.87   0.00   0.00   5.00  -9.027 -2.0418  0.000
211.00 3550.00  34.00  -6.73  -1.87   0.00   0.00   5.00  -9.027 -2.0418  0.000
211.00 3551.00  24.00  -7.73  -2.87   0.00   0.00   5.00  -9.027 -2.0418  0.000
211.00 3552.00  16.00 -10.73  -3.87   1.00   0.00   5.00  -9.027 -2.0418  0.000
211.00 3553.00  26.00 -16.73  -3.37   1.00   0.00   5.00  -9.027 -2.0418  0.000
211.00 3554.00  47.00  -6.73  -1.37   1.00   0.00   5.00  -9.027 -2.0418  0.000
211.00 3555.00  36.00 -16.73  -1.37   0.00   0.00   5.00  -9.027 -2.0418  0.000
211.00 3556.00  21.00 -16.73  -6.87   1.00   0.00   5.00  -9.027 -2.0418  0.000
211.00 3557.00  16.00  -7.73  -3.87   0.00   0.00   5.00  -9.027 -2.0418  0.000
211.00 3558.00  23.00  -7.73  -2.87   1.00   0.00   5.00  -9.027 -2.0418  0.000
211.00 3559.00  27.00 -10.73  -4.87   1.00   0.00   5.00  -9.027 -2.0418  0.000
211.00 3560.00  38.00  -2.73  -0.37   1.00   0.00   5.00  -9.027 -2.0418  0.000
211.00 3561.00  36.00  -7.73  -4.87   1.00   0.00   5.00  -9.027 -2.0418  0.000
211.00 3562.00  40.00  -6.73  -1.37   0.00   0.00   5.00  -9.027 -2.0418  0.000
211.00 3563.00  38.00  -7.73  -0.87   0.00   0.00   5.00  -9.027 -2.0418  0.000
211.00 3564.00  26.00 -10.73   0.13   1.00   0.00   5.00  -9.027 -2.0418  0.000
211.00 3565.00  31.00 -16.73  -1.37   1.00   0.00   5.00  -9.027 -2.0418  0.000
211.00 3566.00  51.00  -5.73   3.13   0.00   0.00   5.00  -9.027 -2.0418  0.000
211.00 3567.00  48.00  -7.73  -0.87   0.00   0.00   5.00  -9.027 -2.0418  0.000
211.00 3568.00  46.00   1.27   0.63   0.00   0.00   5.00  -9.027 -2.0418  0.000
212.00 3569.00  34.00  -2.73  -2.87   1.00   0.00   1.00  -7.167  0.0732  0.000
212.00 3570.00  32.00  -9.73   0.63   0.00   0.00   1.00  -7.167  0.0732  0.000
212.00 3571.00  28.00  -7.73  -3.37   0.00   0.00   1.00  -7.167  0.0732  0.000
212.00 3572.00  49.00   5.27   1.13   1.00   0.00   1.00  -7.167  0.0732  0.000
212.00 3573.00  42.00  -9.73   1.13   1.00   0.00   1.00  -7.167  0.0732  0.000
212.00 3574.00  50.00  -4.73  -0.87   1.00   0.00   1.00  -7.167  0.0732  0.000
212.00 3575.00  46.00 -12.73   1.13   0.00   0.00   1.00  -7.167  0.0732  0.000
212.00 3576.00  51.00  -4.73   3.13   1.00   0.00   1.00  -7.167  0.0732  0.000
212.00 3577.00  42.00  -9.73   0.63   1.00   0.00   1.00  -7.167  0.0732  0.000
212.00 3578.00  42.00  -9.73   2.63   1.00   0.00   1.00  -7.167  0.0732  0.000
212.00 3579.00  40.00  -9.73  -3.37   0.00   0.00   1.00  -7.167  0.0732  0.000
212.00 3580.00  46.00  -0.73   4.63   0.00   0.00   1.00  -7.167  0.0732  0.000
212.00 3581.00  35.00  -9.73  -1.87   0.00   0.00   1.00  -7.167  0.0732  0.000
212.00 3582.00  42.00 -10.73   2.13   0.00   0.00   1.00  -7.167  0.0732  0.000
212.00 3583.00  52.00 -12.73   1.63   1.00   0.00   1.00  -7.167  0.0732  0.000
212.00 3584.00  47.00  -2.73  -0.37   0.00   0.00   1.00  -7.167  0.0732  0.000
212.00 3585.00  47.00  -4.73  -0.37   1.00   0.00   1.00  -7.167  0.0732  0.000
212.00 3586.00  33.00  -9.73  -6.37   0.00   0.00   1.00  -7.167  0.0732  0.000
212.00 3587.00  43.00  -2.73   0.63   0.00   0.00   1.00  -7.167  0.0732  0.000
212.00 3588.00  46.00 -10.73   1.13   1.00   0.00   1.00  -7.167  0.0732  0.000
212.00 3589.00  49.00  -9.73   1.63   1.00   0.00   1.00  -7.167  0.0732  0.000
212.00 3590.00  26.00  -9.73  -0.87   0.00   0.00   1.00  -7.167  0.0732  0.000
212.00 3591.00  35.00  -9.73   0.13   1.00   0.00   1.00  -7.167  0.0732  0.000
212.00 3592.00  45.00  -9.73  -0.37   1.00   0.00   1.00  -7.167  0.0732  0.000
212.00 3593.00  49.00   0.27   0.13   1.00   0.00   1.00  -7.167  0.0732  0.000
213.00 3594.00  33.00 -17.73  -4.37   1.00   0.00   3.00  -4.677 -0.0259  0.000
213.00 3595.00  35.00  -1.73  -2.87   0.00   0.00   3.00  -4.677 -0.0259  0.000
213.00 3596.00  44.00 -17.73  -0.37   0.00   0.00   3.00  -4.677 -0.0259  0.000
213.00 3599.00  28.00  -9.73  -1.87   0.00   0.00   3.00  -4.677 -0.0259  0.000
213.00 3600.00  45.00  -9.73  -0.87   0.00   0.00   3.00  -4.677 -0.0259  0.000
213.00 3601.00  40.00  -1.73   3.63   0.00   0.00   3.00  -4.677 -0.0259  0.000
213.00 3602.00  41.00  -9.73  -0.87   1.00   0.00   3.00  -4.677 -0.0259  0.000
213.00 3603.00  37.00  -9.73  -0.37   1.00   0.00   3.00  -4.677 -0.0259  0.000
213.00 3604.00  50.00 -17.73   1.13   1.00   0.00   3.00  -4.677 -0.0259  0.000
213.00 3605.00  38.00 -17.73  -1.37   1.00   0.00   3.00  -4.677 -0.0259  0.000
213.00 3606.00  45.00  -9.73  -0.87   1.00   0.00   3.00  -4.677 -0.0259  0.000
213.00 3607.00  34.00  21.27  -2.87   1.00   0.00   3.00  -4.677 -0.0259  0.000
213.00 3608.00  47.00  21.27   0.63   1.00   0.00   3.00  -4.677 -0.0259  0.000
213.00 3609.00  41.00  -1.73   2.13   0.00   0.00   3.00  -4.677 -0.0259  0.000
213.00 3610.00  43.00  -9.73   0.13   0.00   0.00   3.00  -4.677 -0.0259  0.000
213.00 3611.00  29.00  -9.73   4.63   0.00   0.00   3.00  -4.677 -0.0259  0.000
213.00 3613.00  45.00  -1.73   0.13   0.00   0.00   3.00  -4.677 -0.0259  0.000
213.00 3614.00  47.00  21.27   0.13   0.00   0.00   3.00  -4.677 -0.0259  0.000
213.00 3615.00  41.00 -17.73  -0.37   0.00   0.00   3.00  -4.677 -0.0259  0.000
214.00 3618.00  21.00 -12.73  -1.87   0.00   0.00   1.00  -4.680 -1.6929  0.261
214.00 3619.00  33.00  -7.73  -2.87   0.00   0.00   1.00  -4.680 -1.6929  0.261
214.00 3620.00  33.00 -17.73  -4.87   0.00   1.00   1.00  -4.680 -1.6929  0.261
214.00 3621.00  21.00  -7.73  -1.87   0.00   0.00   1.00  -4.680 -1.6929  0.261
214.00 3622.00  34.00  -7.73  -0.37   0.00   0.00   1.00  -4.680 -1.6929  0.261
214.00 3623.00  31.00  -7.73  -3.87   0.00   0.00   1.00  -4.680 -1.6929  0.261
214.00 3624.00  27.00  -7.73  -1.37   0.00   0.00   1.00  -4.680 -1.6929  0.261
214.00 3625.00  32.00  -7.73   0.13   0.00   0.00   1.00  -4.680 -1.6929  0.261
214.00 3626.00  41.00  19.27   0.13   0.00   0.00   1.00  -4.680 -1.6929  0.261
214.00 3627.00  22.00  -7.73  -4.87   0.00   1.00   1.00  -4.680 -1.6929  0.261
214.00 3628.00  34.00 -12.73   2.13   0.00   0.00   1.00  -4.680 -1.6929  0.261
214.00 3629.00  22.00  -7.73  -5.87   0.00   1.00   1.00  -4.680 -1.6929  0.261
214.00 3630.00  52.00  12.27   5.13   0.00   0.00   1.00  -4.680 -1.6929  0.261
214.00 3631.00  23.00  -7.73  -4.87   0.00   0.00   1.00  -4.680 -1.6929  0.261
214.00 3632.00  35.00   9.27  -0.37   1.00   0.00   1.00  -4.680 -1.6929  0.261
214.00 3633.00  35.00 -12.73  -2.87   1.00   1.00   1.00  -4.680 -1.6929  0.261
214.00 3634.00  26.00 -12.73  -1.87   1.00   0.00   1.00  -4.680 -1.6929  0.261
214.00 3635.00  40.00  -7.73   1.63   1.00   0.00   1.00  -4.680 -1.6929  0.261
214.00 3636.00  49.00  15.27   3.63   1.00   0.00   1.00  -4.680 -1.6929  0.261
214.00 3637.00  36.00 -10.73  -4.37   1.00   0.00   1.00  -4.680 -1.6929  0.261
214.00 3638.00  36.00   2.27   0.63   1.00   0.00   1.00  -4.680 -1.6929  0.261
215.00 3639.00  42.00 -10.73  -1.37   0.00   0.00   1.00  -4.394 -0.2418  0.000
215.00 3640.00  32.00 -17.73  -2.87   1.00   0.00   1.00  -4.394 -0.2418  0.000
215.00 3641.00  37.00  -0.73  -0.87   0.00   0.00   1.00  -4.394 -0.2418  0.000
215.00 3642.00  46.00  22.27   2.63   0.00   0.00   1.00  -4.394 -0.2418  0.000
215.00 3643.00  35.00  -4.73  -1.87   0.00   0.00   1.00  -4.394 -0.2418  0.000
215.00 3644.00  51.00  -7.73  -0.37   1.00   0.00   1.00  -4.394 -0.2418  0.000
215.00 3645.00  47.00  -7.73   3.63   1.00   0.00   1.00  -4.394 -0.2418  0.000
215.00 3646.00  47.00  -7.73  -0.37   0.00   0.00   1.00  -4.394 -0.2418  0.000
215.00 3647.00  44.00  -7.73   2.13   1.00   0.00   1.00  -4.394 -0.2418  0.000
215.00 3648.00  49.00   5.27  -0.37   0.00   0.00   1.00  -4.394 -0.2418  0.000
215.00 3649.00  37.00  -7.73  -2.87   1.00   0.00   1.00  -4.394 -0.2418  0.000
215.00 3650.00  35.00  -7.73  -0.37   0.00   0.00   1.00  -4.394 -0.2418  0.000
216.00 3651.00  33.00  -9.73  -0.37   0.00   0.00   3.00  -3.156  0.6332  0.000
216.00 3652.00  37.00  -7.73   2.63   0.00   0.00   3.00  -3.156  0.6332  0.000
216.00 3653.00  53.00  -7.73   0.13   0.00   0.00   3.00  -3.156  0.6332  0.000
216.00 3654.00  51.00  10.27   1.63   0.00   0.00   3.00  -3.156  0.6332  0.000
216.00 3655.00  53.00   0.27   2.13   0.00   0.00   3.00  -3.156  0.6332  0.000
216.00 3656.00  36.00  -4.73  -1.87   0.00   0.00   3.00  -3.156  0.6332  0.000
216.00 3657.00  43.00  -2.73   0.13   1.00   0.00   3.00  -3.156  0.6332  0.000
217.00 3658.00  52.00  -7.73   2.13   1.00   0.00   1.00  -3.852  0.6957  0.000
217.00 3659.00  36.00  -0.73  -0.87   0.00   0.00   1.00  -3.852  0.6957  0.000
217.00 3660.00  50.00  12.27   1.13   0.00   0.00   1.00  -3.852  0.6957  0.000
217.00 3661.00  48.00  -0.73   1.13   0.00   0.00   1.00  -3.852  0.6957  0.000
217.00 3662.00  49.00  -7.73   1.13   0.00   0.00   1.00  -3.852  0.6957  0.000
217.00 3663.00  43.00 -10.73   0.13   0.00   0.00   1.00  -3.852  0.6957  0.000
217.00 3664.00  38.00  -7.73   0.63   0.00   0.00   1.00  -3.852  0.6957  0.000
217.00 3665.00  39.00  -7.73   0.13   0.00   0.00   1.00  -3.852  0.6957  0.000
218.00 3667.00  44.00   7.27   1.63   1.00   1.00   3.00   7.314  0.8532  0.920
218.00 3668.00  41.00   0.27  -3.37   0.00   1.00   3.00   7.314  0.8532  0.920
218.00 3669.00  52.00   7.27   3.13   1.00   1.00   3.00   7.314  0.8532  0.920
218.00 3670.00  55.00   0.27   3.63   0.00   1.00   3.00   7.314  0.8532  0.920
218.00 3671.00  49.00   5.27   4.13   1.00   1.00   3.00   7.314  0.8532  0.920
218.00 3672.00  55.00  22.27   2.13   1.00   1.00   3.00   7.314  0.8532  0.920
218.00 3673.00  42.00  12.27   4.13   1.00   1.00   3.00   7.314  0.8532  0.920
218.00 3674.00  43.00  15.27   2.13   0.00   1.00   3.00   7.314  0.8532  0.920
218.00 3675.00  39.00   5.27  -0.87   0.00   1.00   3.00   7.314  0.8532  0.920
218.00 3676.00  41.00   5.27  -4.37   0.00   1.00   3.00   7.314  0.8532  0.920
218.00 3677.00  56.00  12.27   2.63   0.00   1.00   3.00   7.314  0.8532  0.920
